file,method,path,normalizedPath,line,matchingWrappers,classification
backend/app/main.py,POST,/api/v1/tasks/{task_id}/reject,/api/v1/tasks/{param}/reject,35067,rejectTask,active_bound
backend/app/main.py,POST,/api/v1/tasks/{task_id}/complete-with-review,/api/v1/tasks/{param}/complete-with-review,35089,completeTaskWithReview,active_bound
backend/app/main.py,POST,/api/v1/tasks/{task_id}/review/approve,/api/v1/tasks/{param}/review/approve,35100,approveTaskReview,active_bound
backend/app/main.py,POST,/api/v1/tasks/{task_id}/review/return,/api/v1/tasks/{param}/review/return,35111,returnTaskReview,active_bound
backend/app/main.py,POST,/api/v1/tasks/{task_id}/note,/api/v1/tasks/{param}/note,35126,saveTaskNote,active_bound
backend/app/main.py,GET,/api/v1/tasks/{task_id}/activity,/api/v1/tasks/{param}/activity,35143,,backend_only_no_ui_binding
backend/app/main.py,GET,/api/v1/tasks/agent-execution,/api/v1/tasks/agent-execution,35182,getAgentExecutionTasks,active_bound
backend/app/main.py,POST,/api/v1/local/tasks/tag-suggestions,/api/v1/local/tasks/tag-suggestions,35213,getTaskTagSuggestions,active_bound
backend/app/main.py,GET,/api/v1/reviews,/api/v1/reviews,35232,,backend_only_no_ui_binding
backend/app/main.py,GET,/api/v1/reviews/history,/api/v1/reviews/history,35251,getReviewHistory,active_bound
backend/app/main.py,POST,/api/v1/reviews/weekly/draft,/api/v1/reviews/weekly/draft,35453,createWeeklyReviewDraft,active_bound
backend/app/main.py,POST,/api/v1/reviews/weekly,/api/v1/reviews/weekly,35496,createWeeklyReview,active_bound
backend/app/main.py,GET,/api/v1/topics,/api/v1/topics,36105,getTopics,active_bound
backend/app/main.py,POST,/api/v1/topics/radars,/api/v1/topics/radars,36110,createRadar,active_bound
backend/app/main.py,PUT,/api/v1/topics/radars/{radar_id},/api/v1/topics/radars/{param},36129,updateRadar,active_bound
backend/app/main.py,POST,/api/v1/topics/radars/generate-title,/api/v1/topics/radars/generate-title,36149,suggestRadarTitle,api_wrapper_orphan
backend/app/main.py,POST,/api/v1/topics/radars/source-label,/api/v1/topics/radars/source-label,36153,suggestRadarSourceLabel,active_bound
backend/app/main.py,POST,/api/v1/topics/radars/assist,/api/v1/topics/radars/assist,36176,assistRadarDraft,active_bound
backend/app/main.py,POST,/api/v1/topics/candidates,/api/v1/topics/candidates,36186,,backend_only_no_ui_binding
backend/app/main.py,POST,/api/v1/topics/candidates/{candidate_id}/insights,/api/v1/topics/candidates/{param}/insights,36200,getCandidateInsights,active_bound
backend/app/main.py,POST,/api/v1/topics/candidates/{candidate_id}/chat,/api/v1/topics/candidates/{param}/chat,36210,askCandidateQuestion,active_bound
backend/app/main.py,POST,/api/v1/topics/candidates/{candidate_id}/task-plan,/api/v1/topics/candidates/{param}/task-plan,36274,getCandidateTaskPlan,api_wrapper_orphan
backend/app/main.py,POST,/api/v1/topics/candidates/{candidate_id}/promote-tasks,/api/v1/topics/candidates/{param}/promote-tasks,36320,promoteCandidateTasks,api_wrapper_orphan
backend/app/main.py,POST,/api/v1/topics/capture,/api/v1/topics/capture,36368,captureTopicRadars,active_bound
backend/app/main.py,POST,/api/v1/topics/candidates/{candidate_id}/promote-task,/api/v1/topics/candidates/{param}/promote-task,36379,,backend_only_no_ui_binding
backend/app/main.py,DELETE,/api/v1/topics/candidates/{candidate_id},/api/v1/topics/candidates/{param},36404,deleteCandidate,active_bound
backend/app/main.py,GET,/api/v1/analysis-tools,/api/v1/analysis-tools,36448,getAnalysisTools,active_bound
backend/app/main.py,POST,/api/v1/analysis-tools/runs,/api/v1/analysis-tools/runs,36465,runAnalysis,active_bound
backend/app/main.py,GET,/api/v1/analysis-tools/fundraising/dna,/api/v1/analysis-tools/fundraising/dna,36539,getFundraisingDeepDnaLibrary | upsertFundraisingDeepDna,api_wrapper_orphan
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/dna,/api/v1/analysis-tools/fundraising/dna,36544,getFundraisingDeepDnaLibrary | upsertFundraisingDeepDna,api_wrapper_orphan
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/dna/manual,/api/v1/analysis-tools/fundraising/dna/manual,36555,createFundraisingManualDna,active_bound
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/dna/import,/api/v1/analysis-tools/fundraising/dna/import,36583,importFundraisingDna,active_bound
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/dna/web-drafts,/api/v1/analysis-tools/fundraising/dna/web-drafts,36605,createFundraisingWebDnaDraft,active_bound
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/dna/{dna_id}/publish,/api/v1/analysis-tools/fundraising/dna/{param}/publish,36671,publishFundraisingDna,active_bound
backend/app/main.py,GET,/api/v1/analysis-tools/fundraising/cases,/api/v1/analysis-tools/fundraising/cases,36686,getFundraisingCases | upsertFundraisingCase,active_bound
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/cases,/api/v1/analysis-tools/fundraising/cases,36691,getFundraisingCases | upsertFundraisingCase,active_bound
backend/app/main.py,GET,/api/v1/analysis-tools/fundraising/reminders,/api/v1/analysis-tools/fundraising/reminders,36702,getFundraisingReminderRules | upsertFundraisingReminderRule,active_bound
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/reminders,/api/v1/analysis-tools/fundraising/reminders,36706,getFundraisingReminderRules | upsertFundraisingReminderRule,active_bound
backend/app/main.py,GET,/api/v1/analysis-tools/fundraising/norms,/api/v1/analysis-tools/fundraising/norms,36717,getFundraisingWritingNorms | upsertFundraisingWritingNorm,active_bound
backend/app/main.py,POST,/api/v1/analysis-tools/fundraising/norms,/api/v1/analysis-tools/fundraising/norms,36721,getFundraisingWritingNorms | upsertFundraisingWritingNorm,active_bound
backend/app/main.py,GET,/api/v1/analysis-tools/fundraising/runs/{run_id}/comparison,/api/v1/analysis-tools/fundraising/runs/{param}/comparison,36732,getFundraisingRunComparison,active_bound
backend/app/main.py,GET,/api/v1/handbook,/api/v1/handbook,37040,getHandbook | createHandbook,active_bound
backend/app/main.py,GET,/api/v1/handbook/{entry_id},/api/v1/handbook/{param},37045,getHandbookEntry,active_bound
backend/app/main.py,POST,/api/v1/handbook,/api/v1/handbook,37050,getHandbook | createHandbook,active_bound
backend/app/main.py,POST,/api/v1/growth/enrich-insights,/api/v1/growth/enrich-insights,37058,,backend_only_no_ui_binding
backend/app/main.py,POST,/api/v1/growth/handbook/{entry_id}/mark-reused,/api/v1/growth/handbook/{param}/mark-reused,37133,markHandbookEntryReused,active_bound
backend/app/main.py,GET,/api/v1/growth/overview,/api/v1/growth/overview,37155,,backend_only_no_ui_binding
backend/app/main.py,GET,/api/v1/growth/workbench,/api/v1/growth/workbench,37169,,backend_only_no_ui_binding
backend/app/main.py,GET,/api/v1/growth/ledger,/api/v1/growth/ledger,37186,,backend_only_no_ui_binding
backend/app/main.py,GET,/api/v1/growth/badges,/api/v1/growth/badges,37198,getGrowthBadges,active_bound
backend/app/main.py,GET,/api/v1/growth/recommendations,/api/v1/growth/recommendations,37206,,backend_only_no_ui_binding
backend/app/main.py,POST,/api/v1/growth/pending-captures/{capture_id}/state,/api/v1/growth/pending-captures/{param}/state,37214,updateGrowthPendingCapture,active_bound
backend/app/main.py,POST,/api/v1/growth/recommendations/{recommendation_id}/accept,/api/v1/growth/recommendations/{param}/accept,37230,acceptGrowthRecommendation,active_bound
backend/app/main.py,POST,/api/v1/growth/recommendations/{recommendation_id}/dismiss,/api/v1/growth/recommendations/{param}/dismiss,37262,dismissGrowthRecommendation,active_bound
cloud_backend/app/main.py,GET,/health,/health,7959,,hidden_but_reachable
cloud_backend/app/main.py,GET,/api/v1/auth/department-options,/api/v1/auth/department-options,8010,getDepartmentOptions,active_bound
cloud_backend/app/main.py,POST,/api/v1/auth/register,/api/v1/auth/register,8036,register,active_bound
cloud_backend/app/main.py,POST,/api/v1/auth/login,/api/v1/auth/login,8102,login,active_bound
cloud_backend/app/main.py,POST,/api/v1/auth/refresh,/api/v1/auth/refresh,8123,,hidden_but_reachable
cloud_backend/app/main.py,GET,/api/v1/auth/me,/api/v1/auth/me,8165,getAuthState | updateProfile,active_bound
cloud_backend/app/main.py,PATCH,/api/v1/auth/me,/api/v1/auth/me,8169,getAuthState | updateProfile,active_bound
cloud_backend/app/main.py,POST,/api/v1/auth/change-password,/api/v1/auth/change-password,8210,changePassword,active_bound
cloud_backend/app/main.py,POST,/api/v1/auth/logout,/api/v1/auth/logout,8227,logout,active_bound
cloud_backend/app/main.py,GET,/api/v1/me/org-membership,/api/v1/me/org-membership,8240,getOrgMembershipSummary,active_bound
cloud_backend/app/main.py,GET,/api/v1/org-integrations/feishu,/api/v1/org-integrations/feishu,8246,getOrgFeishuIntegration,active_bound
cloud_backend/app/main.py,POST,/api/v1/org-integrations/feishu/validate-and-save,/api/v1/org-integrations/feishu/validate-and-save,8253,saveOrgFeishuIntegration,active_bound
cloud_backend/app/main.py,GET,/api/v1/me/feishu-delivery-profile,/api/v1/me/feishu-delivery-profile,8360,getFeishuDeliveryProfile | saveFeishuDeliveryProfile,active_bound
cloud_backend/app/main.py,POST,/api/v1/me/feishu-delivery-profile,/api/v1/me/feishu-delivery-profile,8366,getFeishuDeliveryProfile | saveFeishuDeliveryProfile,active_bound
cloud_backend/app/main.py,POST,/api/v1/me/feishu-notifications/badge-unlock,/api/v1/me/feishu-notifications/badge-unlock,8449,,backend_only_no_ui_binding
cloud_backend/app/main.py,POST,/api/v1/integrations/feishu/user-binding/sessions,/api/v1/integrations/feishu/user-binding/sessions,8458,,hidden_but_reachable
cloud_backend/app/main.py,GET,/api/v1/integrations/feishu/user-binding/sessions/{state_token},/api/v1/integrations/feishu/user-binding/sessions/{param},8496,,hidden_but_reachable
cloud_backend/app/main.py,DELETE,/api/v1/integrations/feishu/user-binding/sessions/{state_token},/api/v1/integrations/feishu/user-binding/sessions/{param},8511,,hidden_but_reachable
cloud_backend/app/main.py,GET,/api/v1/integrations/feishu/member-authorization/callback,/api/v1/integrations/feishu/member-authorization/callback,8527,,hidden_but_reachable
cloud_backend/app/main.py,GET,/api/v1/integrations/feishu/user-binding/callback,/api/v1/integrations/feishu/user-binding/callback,8528,,hidden_but_reachable
cloud_backend/app/main.py,GET,/api/v1/admin/employees,/api/v1/admin/employees,8675,getEmployees,active_bound
cloud_backend/app/main.py,GET,/api/v1/settings/org-ai-config,/api/v1/settings/org-ai-config,8709,,backend_only_no_ui_binding
cloud_backend/app/main.py,POST,/api/v1/settings/org-ai-config,/api/v1/settings/org-ai-config,8731,,backend_only_no_ui_binding
cloud_backend/app/main.py,GET,/api/v1/settings/org-ai-config/secret,/api/v1/settings/org-ai-config/secret,8762,,backend_only_no_ui_binding
cloud_backend/app/main.py,GET,/api/v1/settings/org-model/profile,/api/v1/settings/org-model/profile,8792,getOrgModelProfile | updateOrgModelProfile,active_bound
cloud_backend/app/main.py,POST,/api/v1/settings/org-model/profile,/api/v1/settings/org-model/profile,8798,getOrgModelProfile | updateOrgModelProfile,active_bound
cloud_backend/app/main.py,POST,/api/v1/settings/org-model/backfill-task-links,/api/v1/settings/org-model/backfill-task-links,8805,backfillOrgTaskLinks,active_bound
cloud_backend/app/main.py,GET,/api/v1/event-lines,/api/v1/event-lines,8819,getEventLines | createEventLine,active_bound
cloud_backend/app/main.py,GET,/api/v1/clients,/api/v1/clients,8835,getClients | createClient,active_bound
cloud_backend/app/main.py,GET,/api/v1/mobile/capabilities,/api/v1/mobile/capabilities,8850,,compatibility_only
cloud_backend/app/main.py,GET,/api/v1/clients/{client_id}/workspace,/api/v1/clients/{param}/workspace,8856,getClientWorkspace,active_bound
cloud_backend/app/main.py,GET,/api/v1/clients/{client_id}/strategic-cockpit,/api/v1/clients/{param}/strategic-cockpit,8864,getStrategicCockpit,active_bound
cloud_backend/app/main.py,POST,/api/v1/mobile/knowledge-mirror/publish,/api/v1/mobile/knowledge-mirror/publish,8872,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/event-lines,/api/v1/event-lines,8922,getEventLines | createEventLine,active_bound
cloud_backend/app/main.py,POST,/api/v1/event-lines/import-desktop,/api/v1/event-lines/import-desktop,8985,,backend_only_no_ui_binding
cloud_backend/app/main.py,GET,/api/v1/event-lines/{event_line_id},/api/v1/event-lines/{param},9150,getEventLine | updateEventLine | deleteEventLine,active_bound
cloud_backend/app/main.py,GET,/api/v1/event-lines/{event_line_id}/report-snapshot,/api/v1/event-lines/{param}/report-snapshot,9164,getEventLineReportSnapshot,active_bound
cloud_backend/app/main.py,POST,/api/v1/event-lines/{event_line_id}/attachments,/api/v1/event-lines/{param}/attachments,9303,,backend_only_no_ui_binding
cloud_backend/app/main.py,PATCH,/api/v1/event-lines/{event_line_id},/api/v1/event-lines/{param},9348,getEventLine | updateEventLine | deleteEventLine,active_bound
cloud_backend/app/main.py,POST,/api/v1/event-lines/{event_line_id}/close,/api/v1/event-lines/{param}/close,9468,closeEventLine,active_bound
cloud_backend/app/main.py,POST,/api/v1/event-lines/{event_line_id}/reopen,/api/v1/event-lines/{param}/reopen,9515,reopenEventLine,active_bound
cloud_backend/app/main.py,DELETE,/api/v1/event-lines/{event_line_id},/api/v1/event-lines/{param},9531,getEventLine | updateEventLine | deleteEventLine,active_bound
cloud_backend/app/main.py,GET,/api/v1/tasks/{task_id}/plan-link,/api/v1/tasks/{param}/plan-link,9558,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/plan-link/recompute,/api/v1/tasks/{param}/plan-link/recompute,9569,,compatibility_only
cloud_backend/app/main.py,PATCH,/api/v1/tasks/{task_id}/plan-link,/api/v1/tasks/{param}/plan-link,9581,,compatibility_only
cloud_backend/app/main.py,GET,/api/v1/support-requests,/api/v1/support-requests,9644,createSupportRequest,active_bound
cloud_backend/app/main.py,POST,/api/v1/support-requests,/api/v1/support-requests,9669,createSupportRequest,active_bound
cloud_backend/app/main.py,POST,/api/v1/support-requests/{request_id}/resolve,/api/v1/support-requests/{param}/resolve,9719,resolveSupportRequest,active_bound
cloud_backend/app/main.py,GET,/api/v1/consultation/knowledge-requests,/api/v1/consultation/knowledge-requests,9763,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/consultation/knowledge-requests,/api/v1/consultation/knowledge-requests,9796,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/consultation/knowledge-requests/{request_id}/status,/api/v1/consultation/knowledge-requests/{param}/status,9820,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/consultation/chat,/api/v1/consultation/chat,9869,,compatibility_only
cloud_backend/app/main.py,GET,/api/public/smart-input-audio/{file_key},/api/public/smart-input-audio/{param},10639,,backend_only_no_ui_binding
cloud_backend/app/main.py,GET,/api/public/task-attachments/{attachment_id},/api/public/task-attachments/{param},10649,,backend_only_no_ui_binding
cloud_backend/app/main.py,GET,/api/public/task-attachments/{attachment_id}/thumbnail,/api/public/task-attachments/{param}/thumbnail,10662,,backend_only_no_ui_binding
cloud_backend/app/main.py,GET,/api/public/task-attachments/{attachment_id}/text-content,/api/public/task-attachments/{param}/text-content,10693,,backend_only_no_ui_binding
cloud_backend/app/main.py,GET,/api/public/task-attachments/{attachment_id}/ocr-summary,/api/public/task-attachments/{param}/ocr-summary,10720,,backend_only_no_ui_binding
cloud_backend/app/main.py,POST,/api/v1/event-lines/{event_line_id}/attachments/download-zip,/api/v1/event-lines/{param}/attachments/download-zip,10767,,backend_only_no_ui_binding
cloud_backend/app/main.py,POST,/api/v1/mobile/smart-input/task-draft,/api/v1/mobile/smart-input/task-draft,10827,,compatibility_only
cloud_backend/app/main.py,GET,/api/v1/employees/directory,/api/v1/employees/directory,10903,,backend_only_no_ui_binding
cloud_backend/app/main.py,POST,/api/v1/admin/employees/{employee_id}/approve,/api/v1/admin/employees/{param}/approve,10918,approveEmployee,active_bound
cloud_backend/app/main.py,POST,/api/v1/admin/employees/{employee_id}/reject,/api/v1/admin/employees/{param}/reject,10945,rejectEmployeeReview,active_bound
cloud_backend/app/main.py,POST,/api/v1/admin/employees/{employee_id}/disable,/api/v1/admin/employees/{param}/disable,10966,disableEmployee,active_bound
cloud_backend/app/main.py,POST,/api/v1/admin/employees/{employee_id}/reset-password,/api/v1/admin/employees/{param}/reset-password,10978,adminResetPassword,active_bound
cloud_backend/app/main.py,PATCH,/api/v1/admin/employees/{employee_id}/role,/api/v1/admin/employees/{param}/role,10992,updateEmployeeRole,active_bound
cloud_backend/app/main.py,PATCH,/api/v1/admin/employees/{employee_id}/department,/api/v1/admin/employees/{param}/department,11010,updateEmployeeDepartment,active_bound
cloud_backend/app/main.py,GET,/api/v1/employees/mention-candidates,/api/v1/employees/mention-candidates,11037,getMentionCandidates,active_bound
cloud_backend/app/main.py,GET,/api/v1/settings/tasks,/api/v1/settings/tasks,11091,getTaskSettings | updateTaskSettings,active_bound
cloud_backend/app/main.py,POST,/api/v1/settings/tasks,/api/v1/settings/tasks,11095,getTaskSettings | updateTaskSettings,active_bound
cloud_backend/app/main.py,GET,/api/v1/task-lists,/api/v1/task-lists,11150,createTaskList,active_bound
cloud_backend/app/main.py,POST,/api/v1/task-lists,/api/v1/task-lists,11193,createTaskList,active_bound
cloud_backend/app/main.py,PATCH,/api/v1/task-lists/{list_id},/api/v1/task-lists/{param},11230,updateTaskList | deleteTaskList,active_bound
cloud_backend/app/main.py,DELETE,/api/v1/task-lists/{list_id},/api/v1/task-lists/{param},11300,updateTaskList | deleteTaskList,active_bound
cloud_backend/app/main.py,GET,/api/v1/task-tags,/api/v1/task-tags,11337,createTaskTag,active_bound
cloud_backend/app/main.py,POST,/api/v1/task-tags,/api/v1/task-tags,11341,createTaskTag,active_bound
cloud_backend/app/main.py,PATCH,/api/v1/task-tags/{tag_id},/api/v1/task-tags/{param},11348,updateTaskTag | deleteTaskTag,active_bound
cloud_backend/app/main.py,DELETE,/api/v1/task-tags/{tag_id},/api/v1/task-tags/{param},11367,updateTaskTag | deleteTaskTag,active_bound
cloud_backend/app/main.py,GET,/api/v1/tasks,/api/v1/tasks,11378,getTaskBoard | createTask,active_bound
cloud_backend/app/main.py,POST,/api/v1/tasks,/api/v1/tasks,11410,getTaskBoard | createTask,active_bound
cloud_backend/app/main.py,PATCH,/api/v1/tasks/{task_id},/api/v1/tasks/{param},11550,updateTask | deleteTask,active_bound
cloud_backend/app/main.py,DELETE,/api/v1/tasks/{task_id},/api/v1/tasks/{param},11759,updateTask | deleteTask,active_bound
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/attachments,/api/v1/tasks/{param}/attachments,11773,uploadTaskAttachment,active_bound
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/attachments/{attachment_id}/transcribe-to-document,/api/v1/tasks/{param}/attachments/{param}/transcribe-to-document,11876,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/collaborators/{user_id}/accept,/api/v1/tasks/{param}/collaborators/{param}/accept,11983,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/collaborators/{user_id}/return,/api/v1/tasks/{param}/collaborators/{param}/return,12008,,compatibility_only
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/complete-with-review,/api/v1/tasks/{param}/complete-with-review,12028,completeTaskWithReview,active_bound
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/review/approve,/api/v1/tasks/{param}/review/approve,12067,approveTaskReview,active_bound
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/review/return,/api/v1/tasks/{param}/review/return,12093,returnTaskReview,active_bound
cloud_backend/app/main.py,POST,/api/v1/tasks/{task_id}/note,/api/v1/tasks/{param}/note,12120,saveTaskNote,active_bound
cloud_backend/app/main.py,GET,/api/v1/tasks/{task_id}/activity,/api/v1/tasks/{param}/activity,12142,,compatibility_only
cloud_backend/app/main.py,GET,/api/v1/reviews/dashboard,/api/v1/reviews/dashboard,12168,,compatibility_only
cloud_backend/app/main.py,GET,/api/v1/reviews/history,/api/v1/reviews/history,12175,getReviewHistory,active_bound
cloud_backend/app/main.py,POST,/api/v1/reviews/weekly,/api/v1/reviews/weekly,12179,createWeeklyReview,active_bound
